respondent_id	timestamp	question	answer
R32	2026-07-02T09:35:03.284209+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R21	2026-07-02T09:35:03.730981+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""Perplexity"",""A coding agent (Copilot / Codex / Claude Code)""]"
R30	2026-07-02T09:35:04.054566+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R40	2026-07-02T09:35:04.122453+00:00	ai_usage	Daily
R11	2026-07-02T09:35:04.126646+00:00	autonomy_trust	About 50%
R10	2026-07-02T09:35:04.613751+00:00	autonomy_trust	About 25%
R39	2026-07-02T09:35:04.774539+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R41	2026-07-02T09:35:04.977794+00:00	ai_usage	Daily
R31	2026-07-02T09:35:05.249363+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R42	2026-07-02T09:35:05.384047+00:00	predict_room	30%
R05	2026-07-02T09:35:05.542619+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R40	2026-07-02T09:35:05.559041+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R28	2026-07-02T09:35:06.106736+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R37	2026-07-02T09:35:06.265588+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R42	2026-07-02T09:35:06.746641+00:00	calibrate_count_agent	40%
R09	2026-07-02T09:35:06.898871+00:00	autonomy_trust	About 50%
R13	2026-07-02T09:35:07.070422+00:00	autonomy_trust	About 50%
R41	2026-07-02T09:35:07.378892+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R08	2026-07-02T09:35:07.806220+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""Perplexity""]"
R43	2026-07-02T09:35:07.922071+00:00	ai_usage	A few times a week
R06	2026-07-02T09:35:08.096463+00:00	autonomy_trust	About 50%
R42	2026-07-02T09:35:08.151717+00:00	calibrate_count_chat	60%
R03	2026-07-02T09:35:08.186989+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R44	2026-07-02T09:35:08.586026+00:00	ai_usage	Daily
R45	2026-07-02T09:35:08.796603+00:00	ai_usage	Daily
R42	2026-07-02T09:35:09.360008+00:00	calibrate_pred	20%
R37	2026-07-02T09:35:09.470762+00:00	autonomy_trust	About 25%
R35	2026-07-02T09:35:09.687679+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R26	2026-07-02T09:35:10.370354+00:00	autonomy_trust	About 50%
R25	2026-07-02T09:35:10.392925+00:00	autonomy_trust	About 50%
R04	2026-07-02T09:35:10.903637+00:00	calibrate_own	2%
R38	2026-07-02T09:35:10.940994+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R46	2026-07-02T09:35:11.126586+00:00	ai_usage	Daily
R33	2026-07-02T09:35:11.400691+00:00	autonomy_trust	About 25%
R42	2026-07-02T09:35:11.444050+00:00	calibrate_own	90
R44	2026-07-02T09:35:11.457490+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R22	2026-07-02T09:35:11.662713+00:00	autonomy_trust	About 25%
R29	2026-07-02T09:35:11.845060+00:00	autonomy_trust	About 50%
R47	2026-07-02T09:35:12.073915+00:00	ai_usage	Daily
R48	2026-07-02T09:35:12.202632+00:00	autonomy_trust	About 75%
R42	2026-07-02T09:35:12.756997+00:00	verify_output	If the results are statistically significant, this would be valid
R46	2026-07-02T09:35:12.789505+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R32	2026-07-02T09:35:12.804537+00:00	autonomy_trust	100% — I'd trust it end to end
R17	2026-07-02T09:35:13.119022+00:00	autonomy_trust	0% — I verify every step myself
R42	2026-07-02T09:35:14.018192+00:00	autonomy_trust	100% — I'd trust it end to end
R36	2026-07-02T09:35:14.761683+00:00	autonomy_trust	100% — I'd trust it end to end
R23	2026-07-02T09:35:14.880582+00:00	autonomy_trust	0% — I verify every step myself
R20	2026-07-02T09:35:15.163697+00:00	autonomy_trust	About 25%
R42	2026-07-02T09:35:15.170203+00:00	ai_tools	"[""None""]"
R24	2026-07-02T09:35:15.172943+00:00	autonomy_trust	About 25%
R08	2026-07-02T09:35:15.346076+00:00	autonomy_trust	About 50%
R27	2026-07-02T09:35:15.468678+00:00	autonomy_trust	About 25%
R49	2026-07-02T09:35:15.832083+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Perplexity""]"
R42	2026-07-02T09:35:16.425719+00:00	ai_usage	Daily
R28	2026-07-02T09:35:16.566225+00:00	autonomy_trust	100% — I'd trust it end to end
R16	2026-07-02T09:35:16.708861+00:00	autonomy_trust	About 75%
R48	2026-07-02T09:35:16.945260+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R43	2026-07-02T09:35:18.067402+00:00	ai_tools	"[""ChatGPT""]"
R08	2026-07-02T09:35:18.070818+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R18	2026-07-02T09:35:18.599866+00:00	autonomy_trust	About 50%
R02	2026-07-02T09:35:18.844996+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R40	2026-07-02T09:35:18.995116+00:00	autonomy_trust	About 25%
R39	2026-07-02T09:35:19.172660+00:00	autonomy_trust	100% — I'd trust it end to end
R38	2026-07-02T09:35:19.174591+00:00	autonomy_trust	About 50%
R41	2026-07-02T09:35:19.350369+00:00	autonomy_trust	About 25%
R48	2026-07-02T09:35:19.691912+00:00	ai_usage	Daily
R45	2026-07-02T09:35:19.871853+00:00	ai_tools	"[""ChatGPT"",""Claude"",""A coding agent (Copilot / Codex / Claude Code)""]"
R50	2026-07-02T09:35:20.353880+00:00	ai_usage	Daily
R07	2026-07-02T09:35:20.854775+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R25	2026-07-02T09:35:21.035544+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R30	2026-07-02T09:35:21.070796+00:00	autonomy_trust	About 75%
R14	2026-07-02T09:35:23.438013+00:00	calibrate_own	< 1%
R15	2026-07-02T09:35:25.489596+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R47	2026-07-02T09:35:25.544457+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R51	2026-07-02T09:35:26.258372+00:00	ai_usage	Daily
R12	2026-07-02T09:35:26.481631+00:00	calibrate_own	95
R01	2026-07-02T09:35:26.877175+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R22	2026-07-02T09:35:27.044379+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R32	2026-07-02T09:35:28.180961+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R44	2026-07-02T09:35:28.416852+00:00	autonomy_trust	About 50%
R19	2026-07-02T09:35:29.362994+00:00	autonomy_trust	About 25%
R38	2026-07-02T09:35:29.606987+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R04	2026-07-02T09:35:29.676771+00:00	calibrate_pred	100%
R36	2026-07-02T09:35:30.521255+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R21	2026-07-02T09:35:30.700811+00:00	autonomy_trust	About 75%
R50	2026-07-02T09:35:31.234703+00:00	ai_tools	"[""ChatGPT"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R18	2026-07-02T09:35:31.782578+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R05	2026-07-02T09:35:31.819923+00:00	calibrate_own	99%
R45	2026-07-02T09:35:32.524302+00:00	autonomy_trust	0% — I verify every step myself
R13	2026-07-02T09:35:32.915367+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R34	2026-07-02T09:35:33.538739+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R51	2026-07-02T09:35:33.693655+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""Perplexity""]"
R26	2026-07-02T09:35:33.819803+00:00	verify_output	If the results are statistically significant, this would be valid
R12	2026-07-02T09:35:35.013720+00:00	calibrate_pred	100%
R35	2026-07-02T09:35:35.182997+00:00	autonomy_trust	About 75%
R52	2026-07-02T09:35:35.268899+00:00	ai_usage	Daily
R46	2026-07-02T09:35:35.701599+00:00	autonomy_trust	About 50%
R29	2026-07-02T09:35:35.745298+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R14	2026-07-02T09:35:38.400551+00:00	calibrate_pred	90%
R08	2026-07-02T09:35:38.505682+00:00	calibrate_own	90
R39	2026-07-02T09:35:39.357386+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R47	2026-07-02T09:35:39.397598+00:00	autonomy_trust	About 25%
R53	2026-07-02T09:35:40.141589+00:00	ai_usage	Daily
R37	2026-07-02T09:35:40.850692+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R10	2026-07-02T09:35:41.330555+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R05	2026-07-02T09:35:41.851044+00:00	calibrate_pred	70%
R53	2026-07-02T09:35:41.994175+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R51	2026-07-02T09:35:42.102347+00:00	autonomy_trust	0% — I verify every step myself
R52	2026-07-02T09:35:42.545205+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini"",""A coding agent (Copilot / Codex / Claude Code)""]"
R12	2026-07-02T09:35:43.403165+00:00	calibrate_count_chat	100%
R53	2026-07-02T09:35:43.943578+00:00	autonomy_trust	About 25%
R16	2026-07-02T09:35:44.290149+00:00	verify_output	If the results are statistically significant, this would be valid
R49	2026-07-02T09:35:44.405564+00:00	autonomy_trust	About 75%
R54	2026-07-02T09:35:44.514898+00:00	ai_usage	A few times a week
R04	2026-07-02T09:35:44.621642+00:00	calibrate_count_chat	20%
R53	2026-07-02T09:35:45.600408+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R54	2026-07-02T09:35:45.951806+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R08	2026-07-02T09:35:46.004671+00:00	calibrate_pred	90%
R31	2026-07-02T09:35:46.029990+00:00	autonomy_trust	About 50%
R20	2026-07-02T09:35:46.409873+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R27	2026-07-02T09:35:46.858967+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R54	2026-07-02T09:35:47.600401+00:00	autonomy_trust	0% — I verify every step myself
R25	2026-07-02T09:35:48.084941+00:00	calibrate_own	80%
R23	2026-07-02T09:35:48.345611+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R06	2026-07-02T09:35:48.349669+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R54	2026-07-02T09:35:48.941498+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R50	2026-07-02T09:35:49.579660+00:00	autonomy_trust	About 50%
R12	2026-07-02T09:35:50.857033+00:00	calibrate_count_agent	90%
R55	2026-07-02T09:35:51.318222+00:00	calibrate_pred	60%
R12	2026-07-02T09:35:52.577841+00:00	predict_room	100%
R48	2026-07-02T09:35:52.853538+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R08	2026-07-02T09:35:52.901238+00:00	calibrate_count_chat	90%
R56	2026-07-02T09:35:53.382325+00:00	ai_usage	A few times a week
R40	2026-07-02T09:35:54.562559+00:00	verify_output	If the results are statistically significant, this would be valid
R11	2026-07-02T09:35:55.324503+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R36	2026-07-02T09:35:55.376170+00:00	calibrate_pred	100%
R04	2026-07-02T09:35:55.858504+00:00	calibrate_count_agent	100%
R55	2026-07-02T09:35:56.392792+00:00	calibrate_own	20%
R05	2026-07-02T09:35:56.395492+00:00	calibrate_count_chat	20%
R25	2026-07-02T09:35:56.397171+00:00	calibrate_pred	80%
R30	2026-07-02T09:35:56.567810+00:00	verify_output	If the results are statistically significant, this would be valid
R28	2026-07-02T09:35:56.932142+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R51	2026-07-02T09:35:57.626879+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R08	2026-07-02T09:35:58.477601+00:00	calibrate_count_agent	90%
R55	2026-07-02T09:35:58.952513+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R57	2026-07-02T09:35:59.028163+00:00	ai_usage	Daily
R56	2026-07-02T09:36:00.135047+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R47	2026-07-02T09:36:01.008909+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R08	2026-07-02T09:36:01.071679+00:00	predict_room	90%
R55	2026-07-02T09:36:01.084056+00:00	autonomy_trust	About 50%
R18	2026-07-02T09:36:01.897196+00:00	calibrate_own	90
R55	2026-07-02T09:36:02.445344+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R14	2026-07-02T09:36:02.939900+00:00	calibrate_count_chat	90%
R55	2026-07-02T09:36:03.489836+00:00	ai_usage	Daily
R19	2026-07-02T09:36:04.426932+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R57	2026-07-02T09:36:04.484545+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R18	2026-07-02T09:36:05.708911+00:00	calibrate_pred	70%
R22	2026-07-02T09:36:06.625284+00:00	calibrate_own	2%
R58	2026-07-02T09:36:07.020448+00:00	ai_usage	Daily
R18	2026-07-02T09:36:07.535732+00:00	calibrate_count_chat	80%
R52	2026-07-02T09:36:07.550374+00:00	autonomy_trust	About 25%
R41	2026-07-02T09:36:08.012493+00:00	verify_output	If the results are statistically significant, this would be valid
R01	2026-07-02T09:36:08.159631+00:00	calibrate_own	80
R16	2026-07-02T09:36:08.852544+00:00	calibrate_own	95%
R14	2026-07-02T09:36:08.932652+00:00	calibrate_count_agent	100%
R05	2026-07-02T09:36:09.120953+00:00	calibrate_count_agent	10%
R44	2026-07-02T09:36:09.229663+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R17	2026-07-02T09:36:09.283998+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R18	2026-07-02T09:36:09.442917+00:00	calibrate_count_agent	70%
R25	2026-07-02T09:36:10.820061+00:00	calibrate_count_chat	70%
R18	2026-07-02T09:36:11.818376+00:00	predict_room	50%
R45	2026-07-02T09:36:13.664322+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R59	2026-07-02T09:36:14.319519+00:00	ai_usage	Daily
R58	2026-07-02T09:36:14.865748+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R57	2026-07-02T09:36:15.058327+00:00	autonomy_trust	About 75%
R46	2026-07-02T09:36:16.564171+00:00	verify_output	If the results are statistically significant, this would be valid
R14	2026-07-02T09:36:17.667349+00:00	predict_room	70%
R59	2026-07-02T09:36:17.843054+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R02	2026-07-02T09:36:18.033471+00:00	calibrate_own	2%
R25	2026-07-02T09:36:19.265048+00:00	calibrate_count_agent	90%
R35	2026-07-02T09:36:19.781790+00:00	verify_output	If the results are statistically significant, this would be valid
R53	2026-07-02T09:36:20.347156+00:00	calibrate_own	94%
R22	2026-07-02T09:36:22.698507+00:00	calibrate_pred	70%
R05	2026-07-02T09:36:23.906288+00:00	predict_room	50%
R04	2026-07-02T09:36:23.961048+00:00	predict_room	70%
R54	2026-07-02T09:36:25.017524+00:00	calibrate_pred	50%
R25	2026-07-02T09:36:25.339380+00:00	predict_room	70%
R58	2026-07-02T09:36:25.577932+00:00	autonomy_trust	About 50%
R26	2026-07-02T09:36:26.184354+00:00	calibrate_own	5%
R45	2026-07-02T09:36:26.531447+00:00	calibrate_pred	50%
R01	2026-07-02T09:36:27.302153+00:00	calibrate_pred	10%
R59	2026-07-02T09:36:28.894163+00:00	autonomy_trust	About 25%
R20	2026-07-02T09:36:29.184394+00:00	calibrate_own	95%
R13	2026-07-02T09:36:29.535689+00:00	calibrate_own	2%
R51	2026-07-02T09:36:30.894512+00:00	calibrate_pred	50%
R16	2026-07-02T09:36:30.938610+00:00	calibrate_pred	70%
R56	2026-07-02T09:36:31.020704+00:00	autonomy_trust	About 25%
R59	2026-07-02T09:36:31.176826+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R39	2026-07-02T09:36:31.464991+00:00	calibrate_own	2
R32	2026-07-02T09:36:31.751687+00:00	predict_room	90%
R11	2026-07-02T09:36:31.756065+00:00	calibrate_pred	40%
R53	2026-07-02T09:36:32.456488+00:00	calibrate_pred	90%
R32	2026-07-02T09:36:33.338504+00:00	calibrate_count_agent	100%
R32	2026-07-02T09:36:34.651078+00:00	calibrate_count_chat	100%
R21	2026-07-02T09:36:34.791193+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R55	2026-07-02T09:36:35.297557+00:00	calibrate_count_chat	90%
R02	2026-07-02T09:36:35.865794+00:00	calibrate_pred	80%
R32	2026-07-02T09:36:36.629838+00:00	calibrate_pred	80%
R49	2026-07-02T09:36:37.615522+00:00	verify_output	If the results are statistically significant, this would be valid
R20	2026-07-02T09:36:39.892876+00:00	calibrate_pred	90%
R03	2026-07-02T09:36:40.061923+00:00	calibrate_own	80%
R26	2026-07-02T09:36:40.364541+00:00	calibrate_pred	30%
R57	2026-07-02T09:36:40.969899+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R15	2026-07-02T09:36:42.417025+00:00	calibrate_own	5%
R27	2026-07-02T09:36:42.674063+00:00	calibrate_pred	20%
R13	2026-07-02T09:36:43.008896+00:00	calibrate_pred	80%
R55	2026-07-02T09:36:43.306551+00:00	calibrate_count_agent	80%
R54	2026-07-02T09:36:43.444031+00:00	calibrate_count_chat	100%
R60	2026-07-02T09:36:44.074271+00:00	ai_usage	Daily
R15	2026-07-02T09:36:44.174432+00:00	calibrate_pred	80%
R50	2026-07-02T09:36:44.242079+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R43	2026-07-02T09:36:44.859285+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R01	2026-07-02T09:36:45.947772+00:00	calibrate_count_chat	90%
R52	2026-07-02T09:36:45.969067+00:00	verify_output	Since income is usually right-skewed, normality may not apply
R09	2026-07-02T09:36:46.053333+00:00	verify_output	If the underlying data is wrong, the results may not be valid
R22	2026-07-02T09:36:47.595349+00:00	calibrate_count_chat	100%
R03	2026-07-02T09:36:48.252423+00:00	calibrate_pred	80%
R60	2026-07-02T09:36:48.288359+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R33	2026-07-02T09:36:49.050731+00:00	calibrate_pred	90%
R61	2026-07-02T09:36:49.286615+00:00	calibrate_own	90
R60	2026-07-02T09:36:49.597534+00:00	autonomy_trust	About 50%
R11	2026-07-02T09:36:50.440800+00:00	calibrate_count_chat	90%
R55	2026-07-02T09:36:50.556550+00:00	predict_room	70%
R62	2026-07-02T09:36:50.696368+00:00	ai_usage	Daily
R02	2026-07-02T09:36:50.860710+00:00	calibrate_count_chat	60%
R39	2026-07-02T09:36:50.896268+00:00	calibrate_pred	100%
R54	2026-07-02T09:36:51.170627+00:00	calibrate_count_agent	70%
R60	2026-07-02T09:36:51.529853+00:00	verify_output	If the results are statistically significant, this would be valid
R27	2026-07-02T09:36:52.087302+00:00	calibrate_count_chat	20%
R34	2026-07-02T09:36:52.697765+00:00	calibrate_own	2
R63	2026-07-02T09:36:53.223334+00:00	ai_usage	A few times a month
R62	2026-07-02T09:36:53.631217+00:00	ai_tools	"[""ChatGPT"",""Claude""]"
R22	2026-07-02T09:36:53.727737+00:00	calibrate_count_agent	100%
R64	2026-07-02T09:36:53.746241+00:00	ai_usage	Daily
R06	2026-07-02T09:36:53.999991+00:00	calibrate_pred	100%
R36	2026-07-02T09:36:54.345375+00:00	calibrate_count_chat	70%
R10	2026-07-02T09:36:54.367917+00:00	calibrate_own	2%
R64	2026-07-02T09:36:55.275929+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R63	2026-07-02T09:36:55.344075+00:00	ai_tools	"[""ChatGPT"",""Claude"",""Gemini""]"
R62	2026-07-02T09:36:55.561761+00:00	autonomy_trust	About 50%
R20	2026-07-02T09:36:55.882022+00:00	calibrate_count_chat	60%
R62	2026-07-02T09:36:57.507294+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R53	2026-07-02T09:36:58.317198+00:00	calibrate_count_chat	90%
R31	2026-07-02T09:36:58.455408+00:00	verify_output	Unless the sample is large enough, the results may not be valid
R01	2026-07-02T09:36:58.829009+00:00	calibrate_count_agent	100%
R63	2026-07-02T09:36:59.019675+00:00	autonomy_trust	About 25%
